<id>	<title>	<RealName>	<CurrentAlias>	<Affiliation>	<Relatives>	<Universe>	<Gender>	<Height>	<Weight>	<Eyes>	<Hair>	<Citizenship>	<Quotation>
1402	Laynia Petrovna (Earth-616)	Laynia Sergeievna Petrovna (Krylova)	Darkstar	{{M|Winter Guard}}; formerly {{M|X-Corporation|X-Corporation (Paris Branch)}}, {{M|Champions of Los Angeles}}, {{M|Soviet Super-Soldiers}}, {{M|Komitet Gosudarstvennoy Bezopasnosti (Earth-616)|KGB}}, {{M|Siberforce}}	NA	Earth-616	Female	5'6&quot;	125 lbs	Brown	Blonde	Russian	NA	
1404	Alison Blaire (Earth-616)	[[Alison Blaire|Alison &quot;Ali&quot; Blaire]]	NA	Formerly {{m|A-Force (Earth-616)}}, {{M|X-Men (New Charles Xavier School) (Earth-616)|X-Men}} (New Charles Xavier School member), {{M|X-Men (Earth-616)}} (Jean Grey School member), {{M|Strategic Homeland Intervention, Enforcement and Logistics Division (Earth-616)|S.H.I.E.L.D.}} {{m|S.H.I.E.L.D. Mutant Task Force (Earth-616)|Mutant Task Force}}, [[X-Men (Multiverse)|Multiversal X-Men]], {{M|Excalibur (Earth-616)}}, [[X-Babies (Mojoverse)|X-Babies]] (guardian), {{M|Future Iron Man's Team (Earth-616)}}, [[Mojoverse]] Rebellion, Cat's Laughing, [[Lila Cheney (Earth-616)|Lila Cheney's]] band, {{M|Gladiators (Earth-616)}}, Millie's Models, Dazzler's band, many other musical groups	[[Bella Blaire (Earth-616)|Bella Blaire]] (paternal grandmother);&lt;br&gt;	Earth-616	Female	5'8&quot;	115 lbs	Blue	Strawberry Blonde	American	'''Listen'''. Can you hear it? The wind. Cars. The ocean. The laughter and the screaming and the hum of everything. This city is a '''symphony'''. And I'm her '''speaker'''.	
1405	Burtram Worthington (Earth-616)	Burtram Worthington	Dazzler	former leader of his gang	[[Wallace Worthington (Earth-616)|Wallace]] (ancestor, deceased);&lt;br&gt;	Earth-616	Male	5'10&quot;	155 lbs	Blue	Black	American	NA	
1406	Deacon Frost (Earth-616)	Deacon Frost	NA	[[Eric Brooks (Doppelganger) (Earth-616)|Doppelgänger]] (creation)	NA	Earth-616	Male	6'2&quot;	200 lbs	Red	White	German	Tell me where would you be if I hadn't slaked my thirst at your mother's throat? You'd be another product of the ghetto either dead or rioting in jail a vicious cold-eyed killed with a knife! I've given you a purpose I'm your reason for living!	
1407	Dead Girl (Moonbeam) (Earth-616)	Moonbeam	Dead Girl	{{m|X-Statix (Earth-616)|X-Statix/X-Force}}, the Dead Sisters' Book Club	NA	Earth-616	Female	5' 8&quot;	101 lbs 	Red	Black	NA	NA	
1408	Deadbolt (Earth-616)	NA	Deadbolt	{{m|Dark Riders (Earth-616)|Dark Riders}}	NA	Earth-616	Male	NA	NA	NA	NA	NA	NA	
1409	Wade Wilson (Earth-616)	[[Wade Winston Wilson]]	[[Deadpool]]	{{m|Mercs for Money}}, {{m|Deadpool, Inc.}}; formerly {{M|Avengers (Hydra) (Earth-616)|Hydra's Avengers}}, partner of [[Peter Parker (Earth-616)|Spider-Man]], {{m|Avengers Unity Division}}, former partner of [[Evan Sabahnur (Earth-616)|Genesis]], [[Max Eisenhardt (Earth-616)|Magneto]]'s {{M|Astonishing Avengers|super-villain group}}, [[Red Hulk (Thaddeus Ross)|Red Hulk]]'s {{M|Thunderbolts (Red Hulk)|Thunderbolts}}, [[James Howlett (Earth-616)|Wolverine]]/[[Warren Worthington III (Earth-616)|Archangel]]'s {{M|X-Force (Strike Team)|X-Force}}, [[Deadpool Corps (Multiverse)|Deadpool Corps]], {{M|Strategic Homeland Intervention, Enforcement and Logistics Division|S.H.I.E.L.D.}}, {{M|Code Red}}, {{M|50-State Initiative|Initiative}} operative, {{M|Six Pack}}, {{M|Agency X}}, {{M|One World Church}}, {{r|Heroic Age: Villains #1}} {{M|Heroes for Hire (Oracle Inc.)|Heroes for Hire}}, {{M|Secret Defenders}}, {{M|Frightful Four}}, {{m|Team Deadpool}},{{r|Heroic Age: Villains #1}} {{M|Weapon X}}, {{M|Department K}}, {{M|United States Army|U.S. Army}} {{M|United States Army Special Forces|Special Forces}}, {{M|Great Lakes Avengers|Great Lakes Initiative}} reserve member ([[Wisconsin]] [[50-State Initiative (Earth-616)|Initiative]]), [[Oyakata (Earth-616)|Oyakata]]'s sumo stable, briefly held probationary status in the {{M|X-Men (Earth-616)|X-Men}} (recurrently presenting himself as a member); former partner of [[Elektra Natchios (Earth-616)|Elektra]], [[James Howlett (Earth-616)|Wolverine]], [[Spider-Man (Peter Parker)|Spider-Man]], [[Lasher (War Dog) (Earth-616)|Lasher]], and presumably others; former operative for [[Landau, Luckman &amp; Lake (Earth-616)|Landau, Luckman &amp; Lake]], [[Commission on Superhuman Activities (Earth-616)|Commission on Superhuman Activities]], [[Tyler Dayspring (Earth-4935)|Tolliver]], [[Tony Masters (Earth-616)|Taskmaster]], [[Wilson Fisk (Earth-616)|Kingpin]], [[Anthony Druid (Earth-616)|Dr. Druid]], [[Yakuza (Earth-616)|Yakuza]]; shared body with [[Emily Preston (Earth-616)|Agent Preston]]; Bodyguard of [[Alison Blaire (Earth-616)|Dazzler]],{{r|New X-Men Vol 2 44}}	[[Thomas Wilson (Earth-616)|Thomas Wilson]] (father, deceased);{{r|Deadpool Corps: Rank and Foul #1}}&lt;br&gt;	Earth-616	Male	6'2&quot;	210 lbs	Brown	Bald	Canadian	All that peace I felt is gone. I ruin it because I can. Because it's easy. I've fought for [[Emily Preston (Earth-616)|Preston]]. For the Camachos. I've fought for my friends. I've tried to make these people not just safe, but happy. I didn't go looking for these people. They walked into my life. And now the imbalance is restored. I've fought for the happiness of everyone around me. I've been willing to die for that '''happiness'''. I now realize I've never experienced happiness. I put on a good show... I simply don't know the meaning of the word... And I never will.	
1410	Laura Dean	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1411	Death (Earth-616)	Death	NA	[[Thanos (Earth-616)|Thanos]], [[Wade Wilson (Earth-616)|Deadpool]], [[Marlo Chandler (Earth-616)|Marlo Chandler-Jones]] (host)	[[Yahweh (Earth-616)|God]] (alleged creator);&lt;br&gt;	Earth-616	Female	Variable	Variable	Variable	Variable	NA	NA	
1412	Roland Burroughs (Earth-616)	Roland Burroughs	[[Death Adder]]	 formerly {{M|Roxxon Energy Corporation (Earth-616)|Roxxon}}'s {{M|Serpent Squad (Roxxon Oil)|Serpent Squad}}, {{M|Serpent Society}}, {{m|Hood's Gang}}, {{M|Savage Six}}, {{m|Legion of the Unliving}}	Unidentified parents	Earth-616	Male	5'6&quot;	151 lbs.	Blue	NA	American	NA	
1413	Death's Head	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1414	Phillip Sterling (Earth-616)	Phillip Wallace Sterling	Death-Stalker	[[Unholy Three (Earth-616)|Unholy Three]]	[[Elizabeth Dawes (Earth-616)|Elizabeth Dawes Sterling]] (mother, deceased)	Earth-616	Male	6'0&quot;	185 lbs	Blue	Grey	American	NA	
1415	Cal'syee Neramani (Earth-616)	[[Cal'syee Neramani]]{{r|real name first revealed in [[Gambit &amp; The X-Ternals #2]]}}	Deathbird	Formerly ally of [[Gabriel Summers (Earth-616)|Emperor Vulcan]], ally of the [[Brood (Race)|Brood]], ally of the [[M.O.D.O.K.]], {{M|Horsemen of Apocalypse}}	Emperor Neramani (father, deceased);&lt;br&gt;	Earth-616	Female	5'8&quot;	181 lbs	White	None	Shi'ar Empire	You will show them greatness that D'Ken never possessed, you will show them strength that Lilandra never had. And they will love you for it.	
1416	Deathlok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1417	Deathurge (Earth-616)	Possibly [[Deathurge]]{{r|Official Handbook of the Marvel Universe A-Z Update #2}}	Deathurge	Former servant of [[Oblivion]]	NA	Earth-616	Male	Variable	Variable	NA	NA	NA	NA	
1418	Gabriel Sepulveda (Earth-616)	Gabriel Carlos Dantés Sepúlveda	Defensor	NA	NA	Earth-616	Male	6'0&quot;	220 lbs	Brown	Black	Argentinian	NA	
1419	Marco Delgado (Earth-616)	Marco Delgado	Delgado	{{M|Acolytes}}	NA	Earth-616	Male	6'8&quot; 	240 lbs (109 kg)	NA	Brown	NA	NA	
1420	Delilah (Earth-616)	possibly [[Delilah]]	Delilah	{{M|Sinister Six (Earth-616)|All-New Sinister Six}}	NA	Earth-616	Female	5'9&quot;	125 lbs 	Blue	Black	NA	NA	
1421	Demogoblin (Earth-616)	NA	[[Demogoblin]]	Formerly {{m|Maximum Carnage}}	NA	Earth-616	Male	6'1&quot;	210 lbs	Red	None	Limbo	NA	
1422	Dennis Dunphy (Earth-616)	[[Dennis Dunphy]]	[[D-Man]]	[[Samuel Wilson (Earth-616)|Captain America]], {{M|Unlimited Class Wrestling Federation}}; Formerly {{M|Revengers}}, {{M|Night People}}, pawn of the [[En Dwi Gast (Earth-616)|Grandmaster]], {{M|Avengers}}	[[Ruth Dunphy (Earth-616)|Ruth &quot;Rufus&quot; Dunphy]] (sister); unnamed ex-brother-in-law	Earth-616	Male	6'3&quot;	396 lbs (180 kg)	Blue	Red	NA	I've made some new friends and I figured out what I want to do with myself.	
1423	Paul Destine (Earth-616)	Paul Destine 	Destiny 	NA	NA	Earth-616	Male	6'2&quot;	285 lbs	Blue	Brown	American	NA	
1424	Irene Adler (Earth-616)	Irene Adler	Destiny	Formerly {{M|Freedom Force}}, {{M|Brotherhood of Evil Mutants}}, {{M|Black Womb Project}}	[[Raven Darkholme (Earth-616)|Mystique]] (life partner);&lt;br&gt;	Earth-616	Female	5'7&quot;	110 lbs (50 kg)	White	Silver	British, Austrian	Hullo Legion. Were you perhaps expecting to find two of us here to serve your pleasure... silly boy?	
1425	Destroyer (Enchanted Armor)	NA	NA	NA	NA	Earth-616	NA	NA	850 lbs	NA	NA	NA	NA	
1429	Roger Aubrey (Earth-616)	[[Roger Aubrey]]	[[Destroyer]]	Head of the Penance Council of the {{M|V-Battalion}}, {{m|Invaders (WWII) (Earth-616)|Invaders}}{{r|All-New Invaders #15}}; formerly {{m|Crusaders}}, 	[[Brian Falsworth (Earth-616)|Brian Falsworth]] (lover, deceased)	Earth-616	Male	6'2&quot;	221 lbs.	Blue	Blond	English	NA	
1430	Devil Dinosaur (Earth-78411)	Devil	| CurrentAliasRef         = {{r|Moon Girl and Devil Dinosaur Vol 1 34}}	{{m|Fantastic Four (Earth-616)|Fantastic Four}}; formerly partner of [[Moon Boy (Earth-78411)|Moon-Boy]], {{M|Fallen Angels (Earth-616)|Fallen Angels}}, {{M|Circus of Crime (Earth-616)|Circus of Crime}}, partner of [[Lunella Lafayette (Earth-616)|Moon Girl]], {{m|Warriors (Earth-616)|Warriors}}	NA	Earth-78411	Male	20'	3 tons	Red	No Hair	Savage Lander	NA	
1432	Eric Payne (Earth-616)	[[Eric Simon Payne]]	Devil-Slayer	Formerly {{M|Revengers}}, {{M|Point Men}} ([[Hawaii]] {{M|50-State Initiative (Earth-616)|Initiative}}), {{m|Agents of Fortune (Earth-616)|Cult of Harvester of Eyes}}, {{M|Defenders}}, {{M|United States Marine Corps (Earth-616)|U.S. Marine Corps}}	Cory Payne (wife, deceased)	Earth-616	Male	6'1&quot;	200 lbs.	Brown	Brown	American	I believed in you -- trusted you! That was my mistake! You used me -- and I don't like being used!	
1433	Jean DeWolff (Earth-616)	Jean DeWolff	| CurrentAlias            =	{{m|New U Technologies}}; formerly {{M|New York City Police Department (Earth-616)|NYPD}}	[[Phillip DeWolff (Earth-616)|Philip DeWolff]] (father), [[Celia DeWolff Weatherby (Earth-616)|Celia DeWolff Weatherby]] (mother), [[Carl Weatherby (Earth-616)|Carl Weatherby]] (stepfather), [[Brian DeWolff (Earth-616)|Brian (Wraith)]] (brother, deceased)	Earth-616 	Female	5'8&quot;	135 lbs (54 kg	Green	Blonde	American	NA	
1434	Esteban Corazón de Ablo (Earth-616)	Esteban Corazón de Ablo	Diablo	{{M|Masters of Evil}}, Leader of the [[Primary Elementals]] and of [[Dragon Man (Earth-616)|Dragon Man]]; former ally and mentor of [[Lillian von Loont (Earth-616)|Guilded Lily]], {{M|Legion Accursed}}	Unnamed father (deceased)	Earth-616	Male	6'3&quot;	190 lbs	Brown	Black	Spanish	While everyone thought me dead, I returned here -- to prepare for my ultimate victory!	
1435	Rachel Leighton (Earth-616)	[[Rachel Leighton]]	[[Diamondback]]	Formerly {{m|Serpent Society (Earth-616)|Serpent Solutions}}, {{M|Strategic Homeland Intervention, Enforcement and Logistics Division (Earth-616)|S.H.I.E.L.D.}}, partner of [[Timothy Dugan (Earth-616)|Dum-Dum Dugan]], ally of [[Steven Rogers (Earth-616)|Captain America]], {{m|B.A.D. Girls, Inc. (Earth-616)|B.A.D. Girls, Inc.}}, {{m|Femizons}}, {{m|Women Warriors}} ([[Delaware]] {{m|50-State Initiative (Earth-616)|Initiative}}), {{m|Secret Avengers (Civil War)}}	[[Mrs. Leighton (Earth-616)|Mrs. Leighton]] (mother);&lt;br&gt;	Earth-616	Female	5'11&quot;	142 lbs (64,5 kg)	Green	Brown	American	This is '''suicide'''. [[Karla Sofen (Earth-616)|Moonstone]]. [[Norman Osborn (Earth-616)|Iron Patriot]]. The [[U-Foes (Earth-616)|U-Foes]]. The [[Robert Reynolds (Earth-616)|Sentry]]. And '''me''', a gymnast who throws fake diamonds. But if there's a chance of '''stopping''' this, we'll need '''[[Thor Odinson (Earth-616)|Thor]]'''. Our side -- the '''real''' [[Avengers (Earth-616)|Avengers]] -- we need '''someone''' to make sure they don't -- Oh my god. They're killing him. ... If I help Thor they'll kill me. And I'm not sure anything I have can even '''hurt''' anyone here. Would it even buy him a '''second'''?	
1436	Archibald Dyker (Earth-616)	[[Archibald Dyker|Archibald &quot;Arch&quot; Dyker]]	Diamondhead	{{m|Champions of Xandar (Earth-616)|Champions of Xandar}}, [[Terrible Trio (Earth-616)|Terrible Trio]]	[[Erin Dyker (Earth-616)|Erin Dyker]] (wife)	Earth-616	Male	6'0&quot;	829 lbs	Blue	None	American	Arch Dyker no longer existed!  But in his place was-- '''The Deadly Diamondhead!'''	
1437	Lillian Crawley (Earth-616)	Lillian Crawley Jeffries	Diamond Lil	Formerly {{M|Alpha Flight}}, {{M|Gamma Flight}}, {{M|Omega Flight (Jaxon) (Earth-616)|Omega Flight}}, {{M|198}}	[[Madison Jeffries (Earth-616)|Box (Madison Jeffries)]] (husband), [[Lionel Jeffries (Earth-616)|Lionel Jeffries]] (brother-in-law, deceased)	Earth-616	Female	6'4&quot;	165 lbs (74.8 kg)	Hazel	Brown	Canadian	NA	
1438	Digger	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1439	Director	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1441	Dive-Bomber (Earth-616)	NA	Dive-Bomber	Formerly [[Harry Palmer (Earth-616)|Harry Palmer]]'s [[Brood (Race)|Brood]] Mutants	NA	Earth-616	Male	NA	NA	NA	NA	Brood	NA	
1443	Tim Stuart (Earth-616)	Tim Stuart	NA	Former employee of [[Justin Hammer (Earth-616)|Justin Hammer]] {{r|Iron Man Vol 1 127}}	[[Thomas Stuart (Earth-616)|Thomas Stuart (Stiletto)]] (brother); [[Tyler Stuart (Earth-616)|Tyler Stuart]] (father)	Earth-616	Male	NA	NA	NA	Red	United States	| Quotation              = You talk big, [[Anthony Stark (Earth-616)|hero]], and you're going to fall hard -- when Discus cuts you down to size!	
1445	Leonard Samson (Earth-616)	Leonard Samson	Doc Samson	Formerly {{m|Intelligencia (Earth-616)|Intel}}, {{m|50-State Initiative|Initiative}}	[[Leonard Skivorski (Earth-616)|Leonard Skivorski]] (father);&lt;br&gt;Mrs. Skivorski (mother);&lt;br&gt;[[Ricky Myers (Earth-616)|Ricky Myers]] (son, deceased)	Earth-616	Male	6'6&quot;	380 lbs	Brown	Green	American	 I've got reason to believe Monster -- that anything you can do -- I can do better --	
1446	Lester Verde (Earth-616)	Lester Verde 	Doctor Bong	{{M|Villains Anonymous}}, {{M|Globally Branded Content.com}}	Mrs. Verde (mother);&lt;br&gt;	Earth-616	Male	6'2&quot;	225 lbs	Blue	Strawberry Blond	American	NA	
1447	Douglas Birely (Earth-616)	[[Douglas Birely]]	[[Demonicus]]	formerly {{m|Hood's Gang (Earth-616)|Hood's criminal army}}; {{m|Pacific Overlords (Earth-616)|Pacific Overlords}}	NA	Earth-616	Male	5'11&quot;	170 lbs	Grey	Brown	American	| Quotation           = How gratifying it is to have you -- the greatest living dinosaur -- subjugated in my service! 	
1448	Victor von Doom (Earth-616)	Victor von Doom	[[Doctor Doom]]	{{m|Parliament of Doom (Multiverse)}} (leader), {{m|Zefiro Clan}}; formerly [[Thor Corps (Earth-15513)|Thor Corps]] (leader), {{m|Black Swans (Multiverse)|Black Swans}} (leader), {{m|Avengers (Doctor Doom's)|Doom's Avengers}} (founder and leader), [[Max Eisenhardt (Earth-616)|Magneto]]'s {{m|Astonishing Avengers (Earth-616)|super-villain group}}, {{m|Future Foundation}}, {{m|Intelligencia (Earth-616)|Intelligencia}}, {{m|Cabal (Dark Illuminati)|Cabal}}, {{m|Knights of the Atomic Round Table}}, [[Acts of Vengeance]] Prime Movers, partner of [[Namor McKenzie (Earth-616)|Namor]], employer of the [[Terrible Trio (Earth-616)|Terrible Trio]], {{m|Fantastic Four}} (leader), {{m|Hydra (Heroes Reborn)|Hydra (Heroes Reborn)}}, ally of [[Layla Miller (Earth-616)|Layla Miller]]; {{m|Legion Accursed}}	[[Werner von Doom (Earth-616)|Werner von Doom]] (father, deceased);&lt;br&gt;	Earth-616	Male	6' 2&quot;	225 lbs	Brown	Brown	Latverian	I am '''Doom.''' '''Destroyer of worlds...''' What '''gods''' dare stand against me?	
1450	Anthony Druid (Earth-616)	Anthony Druid	Doctor Druid	Formerly {{M|Monster Hunters}}, {{M|Avengers}}, {{m|Secret Defenders}}, {{m|Bureau 18}}, {{M|Legion of the Unliving}}, {{M|Shock Troop}}	[[Amergin (Earth-616)|Amergin]] (10th century ancestor, deceased);&lt;br&gt;[[Sebastian Druid (Earth-616)|Sebastian Druid]] (son)	Earth-616	Male	6'5&quot;	311 lbs 	Green	Black	American	'''Ludgate!'''  I'm not kowtowing and cuddling up to you bloody colonials any '''more!'''  My name's '''Anthony Ludgate!'''	
1451	Johann Fennhoff (Earth-616)	Johann Fennhoff	Doctor Faustus	{{m|Hydra (Earth-616)|Hydra}}'s {{m|High Council of Hydra (Earth-616)|High Council}}; former creator of {{m|Strategic Homeland Intervention, Enforcement and Logistics Division (Earth-616)|S.H.I.E.L.D.}} {{m|National Force (Earth-616)|National Force}}, {{m|Corporation (Earth-616)|Corporation}}; former ally of [[Karla Sofen (Earth-616)|Moonstone]], [[William Burnside (Earth-616)|Grand Director]], [[Johann Shmidt (Earth-616)|Red Skull]]	[[Sebastian Fenhoff (Earth-616)|Dr. Sebastian Fenhoff]] (father);&lt;br&gt;[[Anna Fennhoff (Earth-616)|Anna Fennhoff]] (mother)	Earth-616	Male 	6' 6&quot;	321 lbs	Blue 	Red 	Austrian	... My greatest weapon has always been my voice... so well modulated and pitched that my very word can either be totally consoling... or destructively jarring! 	
1452	Glitternight (Earth-616)	Glitternight	NA	Formerly the [[Five-Who-Are-All]]	NA	Earth-616	Male	6'1&quot;	170 lbs	White	No hair	Region Beyond Reality	NA	
1453	Otto Octavius (Earth-616)	Otto Gunther Octavius	[[Spider-Man]]	NA	NA	Earth-616	Male	5'10&quot;	167 lbs	Hazel	Brown	American	I didn't really comprehend what I was in for. I was '''arrogant'''... No. It's more than that. We've both been in each other's heads. We know the truth. I'm arrogant, yes, but it's because I '''know'''... Underneath it... That I'm '''not''' the best. I'm flawed. So I overcompensate. But [[Spider-Man (Peter Parker)|you]]... You're guilt-ridden because, deep down, you know you are smarter than others. '''Better'''. But it came at a painful price. So you '''sabotage''' yourself. That '''won't''' happen [[Goblin Nation (Event)|today]]. You said it yourself. When lives are at stake, you don't hesitate. Today, you will own up to it. Today you must accept that '''you'''... Are '''superior'''. The superior '''hero'''. '''That''' is what we all need. That, and '''nothing less'''.	
1454	Joseph Ledger (Earth-712)	[[Joseph Ledger]]	[[Doctor Spectrum]]	{{m|Squadron Supreme (Earth-712)|Squadron Supreme}}	NA	Earth-712	Male	6'0&quot;	190 lbs (86kg)	White	White	American	You may have '''stolen''' his '''colors''' and learned to parrot some of his more '''reactionary rhetoric''' -- but if you understand the '''first thing''' about the man, you'd've noticed '''none''' of his costumes included '''jackboots'''.	
1455	Kinji Obatu (Earth-616)	[[Kinji Obatu]]	[[Doctor Spectrum]]	{{M|Squadron Sinister}}	NA	Earth-616	Male	5'10&quot;	200 lbs	Brown	Black	Uganda	| Quotation                = Yes, Iron Man -- You have been tricked!	
1457	Doctor Sun (Earth-616)	[[Sun]] (first name unrevealed)	Doctor Sun	NA	unnamed son, deceased{{r|Tomb of Dracula #21}}	Earth-616	Male 	3'7&quot;	3.5 lbs	No Eyes	No Hair	Chinese	NA	
1458	Domina (Earth-616)	NA	Domina	{{m|Warclan (Earth-616)|Warclan}}	[[Jaeger (Earth-616)|Jaeger]] (Husband; Deceased), Unnamed daughter (Deceased), [[Ransome Sole]] (Brother) 	Earth-616	Female	NA	NA	Silver	Purple	NA	NA	
1459	Duvid Fortunov (Earth-616)	Duvid Jerome T. Fortunov	Dominic Fortune	{{M|World Counterterrorism Agency}}; Formerly {{M|Avengers (1950s)|Avengers}}; {{M|Vanguard (Black Ops)|Vanguard}}	[[Jerry Fortunov (Earth-616)|Jerry]] (son, deceased);&lt;br&gt;wife (deceased), daughter-in-law, grandson, granddaughter	Earth-616	Male	6'3&quot;	195 lbs	Blue	White	American	| Quotation              = To the '''glory days.''' I guess it's fair to say they're '''dead'''... But there's '''no way''' they're ever '''gone.'''	
1460	Neena Thurman (Earth-616)	[[Neena Thurman]]	[[Domino]]	Partner of [[Inez Temple (Earth-616)|Outlaw]] and [[Rachel Leighton (Earth-616)|Diamondback]], {{m|Mercs for Money}}, {{m|Weapon X-Force (Earth-616)|Weapon X-Force}}; formerly [[Hope Summers (Earth-616)|Hope]]'s {{M|X-Force}} (formerly [[Nathan Summers (Earth-616)|Cable]]'s, [[Peter Wisdom (Earth-616)|Wisdom]]'s; former leader); {{M|X-Men}}, [[Scott Summers (Earth-616)|Cyclops]]' {{M|X-Force (Strike Team)|X-Force}}, {{M|X-Corporation}}, {{m|Underground (Mutant)|The Underground}}, {{M|Six Pack}}, {{M|National Security Agency|NSA}}, employee of {{m|Advanced Idea Mechanics (Earth-616)|A.I.M.}},{{r|Deathlok Vol 5 2}} {{m|Project Armageddon}}{{r|Domino Vol 3 1|'s recap}}	NA	Earth-616	Female	5'8&quot;	120 lbs (54 kg)	Blue  	Black 	American	Give me '''one''' good reason why I shouldn't '''blow [[Vanessa Carlysle (Earth-616)|your]] head off''' after what you've done to me?	
