<id>	<title>	<Relatives>
30502	Augustine	[[Sir Lancelot (Earth-616)|Lancelot]] (ancestor, deceased)
30509	Lorna	[[Erik Lehnsherr (Earth-295)|Magneto]] (alleged father, unconfirmed and likely wrong)
30576	D'Ken	[[Lilandra Neramani (Earth-295)|Lilandra]] (sister, deceased),[[Cal'syee Neramani (Earth-295)|Deathbird (Cal'syee)]] (sister)
30709	Shannon	Unnamed husband (deceased)
30711	Duke	Unnamed Sister; Patrick Confucius O'Dowd (uncle)
30923	Isaiah	[[Faith Shabazz (Earth-616)|Faith Bradley]] (wife);[[Sarah Gail Bradley (Earth-616)|Sarah Gail Bradley]] (daughter);[[Josiah al hajj Saddiq (Earth-616)|Justice (Josiah X)]] (son);[[Elijah Bradley (Earth-616)|Patriot (Eli Bradley)]] (grandson);[[Stephanie Bradley (Earth-616)|Stephanie Bradley]] (granddaughter);[[Litigious Bradley (Earth-616)|Litigious Bradley]] (grandson);Two unnamed granddaughter;[[Sarah Bradley (Earth-616)|Sarah Bradley]] (mother, deceased);Gail (mother-in-law, deceased)
30927	Sarnogg	[[Kl'rt (Earth-616)|Emperor Kl'rt]] (Super-Skrull, father);[[Jazinda (Earth-616)|Jazinda]] (sister);unnamed Countess (mother)
31108	Francine	Possibly [[Power Pack|Power family]]
31333	Val-Or	Unnamed mother
31338	Phaeder	[[Morga (Earth-616)|Morga]] (wife, deceased);
31339	Jonathan	[[Jessica Drew (Earth-616)|Jessica]] (daughter)
31368	Sagittarius	Earth-616
31379	Virgo	Earth-616
31402	Daniel	Unnamed father (deceased)
31421	Mamie	Barney (husband);[[Candi]] (niece)
31443	Angela	[[Nestor Ayala (Earth-616)|Nestor Ayala]] (maternal grandfather, deceased);
31468	James	[[Amiko Kobayashi (Earth-811)|Amiko]] (foster daughter)
31525	Peter	[[J'son (Earth-616)|J'son of Spartax]] (father);
31566	Alexander	[[Ares (Earth-616)|Ares]] (father);unnamed mother;
31609	John	[[William Foster (Earth-982)|Bill Foster]] (father)
31610	T'Chaka	[[T'Challa (Earth-982)|T'Challa]] (Father)
31692	Joshua	[[Elizabeth Guthrie (Earth-295)|Liz]] (sister, deceased);[[Paige Guthrie (Earth-295)|Paige]] (sister, deceased);[[Samuel Guthrie (Earth-295)|Sam]] (brother, deceased)
31713	Rahne	Thomas (father, deceased);Elizabeth (mother, deceased)
31715	Lucia	[[Maria Callasantos (Earth-295)|Feral]] (sister)
31944	Evan	Mr. Daniels (father);
31948	Naoko	[[Hector Jones (Counter-Earth) (Earth-751263)|Hector Jones]] (husband);[[Shayne Yamada-Jones (Counter-Earth) (Earth-751263)|Shayne Yamada-Jones]] (son)
32020	Jennifer	Ryan Stewart (husband, deceased)
32169	Gorn	[[Elfqueen (Linnea) (Earth-616)|Linnea]] (wife)
32171	Hugo	[[Juanita Lopez (Earth-616)|Juanita Lopez]] (sister)
32180	Shu	Unnamed parents
32383	Miriam	[[Damien Sharpe (Earth-616)|Damien Sharpe]] (son, deceased)
32384	Tsu-Zana	[[Toby Sherman (Earth-616)|Toby Sherman]]  [[Barbara Sherman (Earth-616)|Barbara Sherman]] (adoptive parents)
32442	Kymri	[[High Priest (Earth-1289)|High Priest]] (father, deceased)
32453	Sarah	[[Steven Rogers (Earth-9811)|Captain America]] (father);
32462	Balder	[[Thor Odinson (Earth-9811)|Thor]] (father);[[Amora (Earth-9811)|Enchantress]] (mother);[[Malefactor (Vincent von Doom)]] (half-brother)
32464	Clinton	[[Clinton Barton (Earth-9811)|Hawkeye (Clinton Barton)]] (father)
32465	Kendall	[[James Howlett (Earth-9811)|Wolverine]] (father);
32493	Camille	[[Mavis Benally (Earth-616)|Mavis Benally]] (mother);[[Arthur Douglas (Earth-616)|Arthur Douglas]] (foster parent)
32501	Franklin	[[Reed Richards (Earth-811)|Reed Richards]] (father, deceased), [[Susan Storm (Earth-811)|Susan Richards]] (mother, deceased), [[Jonathan Storm (Earth-811)|Jonathan Storm]] (uncle, deceased)
32513	Ella	Ernest Pinkwater (father)
32517	Yuji	Unidentified wife (deceased), [[Sean Watanabe (Earth-616)|Sean]], [[Emmaline Watanabe (Earth-616)|Emmaline]] (children)
32518	Emmaline	[[Yuji Watanabe (Earth-616)|Yuji]] (father), [[Sean Watanabe (Earth-616)|Sean]] (brother)
32537	Daniel	Gabriel Bromely (brother, deceased);
32540	Delphan	The Delphans are (at least) four brothers{{r|Eternals #11}}
32545	Extirpia	Numerous children
32550	Frank	[[Maria Rambeau (Earth-616)|Maria Rambeau]] (wife), [[Monica Rambeau (Earth-616)|Monica Rambeau]] (daughter)
32566	Xira	[[Kraa (Luphomoid) (Earth-616)|Kraa]] (brother);[[Zorr (Luphomoid) (Earth-616)|Zorr]] (brother, deceased);[[Nebula (Earth-616)|Nebula]] (alleged niece)
32572	Marty	[[Tabitha Smith (Earth-616)|Tabitha Smith]] (daughter)[[Amanda Smith (Earth-616)|Mandy Smith]] (ex-wife)Wanda Jo Bialowsky-Smith (2nd wife);
32608	Nikoh	Unnamed mother, [[Boomer (Reject) (Earth-616)|Boomer]] (father)
32612	Ryest	[[Dykon]] (son)
32628	Syndicate	Alice (sister)
32642	Proteus	[[Kevin MacTaggert (Earth-616)|Proteus]] (fusee, deceased);
32681	Tanya	Unnamed father
32696	Sawalha	[[Jalfaha Dahn (Earth-616)|Jalfaha Dahn]] (first cousin)
32697	Prometheus	[[Iapetus (Earth-616)|Iapetus]] (father);
32730	Avatar	[[Avatar (Sha-Har-A-Zath)|Sha-Har-A-Zath]] (daughter), [[Tra-Mai-A-Zath]] (daughter, deceased), [[Mikhail Rasputin]] (son-in-law)
33085	Brian	[[James Braddock (Earth-1610)|Sir James Braddock]] (father); 
33284	Loki	[[Odin Borson (Earth-1610)|Odin]] (father, deceased);
33447	Arthur	[[Yvette Douglas (Earth-616)|Yvette Steckley Douglas]] (wife, deceased);[[Heather Douglas (Earth-616)|Heather Douglas]] (daughter);[[Pamela Douglas (Earth-616)|Pamela Douglas]] (niece);[[Camille Benally (Earth-616)|Camille Benally]] (foster daughter);[[Venom (Symbiote) (Earth-616)|Venom]] (former symbiote)
33828	Isabel	Ernest St. Ives ([[Ernest St. Ives (Earth-616)|Deadly Ernest]], father, deceased), unnamed mother (deceased)
33918	Catherine	[[Burning Puddle (Earth-616)|Burning Puddle]] (son)
34003	Politus	[[Amir (Earth-616)|Amir]] (wife)
34004	Amir	[[Politus (Earth-616)|Politus]] (husband, deceased); unnamed children {{r|Wolverine Vol 3 #45}}
34008	Nils	[[Azazel (Earth-616)|Azazel]] (father);
34071	Ragnarok	[[Anthony Stark (Earth-616)|Tony Stark]] (Iron Man, creator);[[Reed Richards (Earth-616)|Reed Richards]] (Mr. Fantastic, creator);
34073	Thomas	[[Mary Jo Besselo (Earth-616)|Mary Jo Besselo]] (wife), [[Martin Samuels (Earth-616)|Martin]]  [[Rider Samuels (Earth-616)|Rider Samuels]] (twin sons), [[Nathan Besselo (Earth-616)|Nathan Besselo]] (adopted son)
34106	Sa'tneen	Ai'sha (mother, deceased)
34221	Abdul	unidentified ancestor (deceased);Maya, Rana, Almira (wives);Faisal, Hassim (sons)
34232	Romany	Harold Wisdom (father);
34266	Imdugud	[[Hanbi (Earth-616)|Hanbi/Hanpu]] (father);{{r|Marvel Zombies Handbook #1|; Pazuzu' entry}}
34270	Mikal	[[Jessie Drakonmegas (Earth-616)|Jessie Drakonmegas]] (wife);{{r|Marvel Zombies Handbook #1|; Hellfire's entry}}
34273	Inanna	[[Category:Inanna Family]]
34281	Malevolence	[[Mephisto (Earth-691)|Mephisto]] (father)
34291	Karl	Unnamed parents.
34309	John	[[John Watkins (Earth-616)|John Watkins Sr.]] (father, deceased), [[Paulette Brazee (Earth-616)|Paulette Brazee]] (mother, deceased), [[John Watkins III (Earth-616)|John Watkins III]] (son), unnamed stepfather
34310	Paulette	[[John Watkins Jr. (Earth-616)|J.J. Watkins]] (son, deceased); [[John Watkins III (Earth-616)|John Watkins III]] (grandson), unnamed husband
34315	Vladimir	[[Sergei Kravinoff (Earth-616)|Kraven the Hunter (Sergei)]] (father)
34346	Sentry	[[Sentry 459]] and [[Sentry 9168]] might be considered younger "siblings" 
34347	Sentry	[[Sentry 213 (Earth-616)|Sentry 213]] might be considered an older "sibling" and [[Sentry 9168 (Earth-616)|Sentry 9168]] might be considered younger "sibling"
34348	Sentry	[[Sentry 213 (Earth-616)|Sentry 213]] and [[Sentry 459 (Earth-616)|Sentry 459]] might be considered older "siblings" 
34403	Hebe	[[Zeus Panhellenios (Earth-616)|Zeus]] (father);[[Hera Argeia (Earth-616)|Hera]] (mother);[[Hercules (Earth-616)|Hercules]] (paternal half-brother/husband, separated);[[Ares (Earth-616)|Ares]], [[Hephaestus Aetnaeus (Earth-616)|Hephaestus]] (brothers);[[Erida (Earth-616)|Erida]], [[Eris (Earth-616)|Eris]] (sisters);[[Phoebus Apollo (Earth-616)|Apollo]], [[Dionysus Acratophorus (Earth-616)|Dionysus]], [[Hermes Diaktoros (Earth-616)|Hermes]] (half-brothers);[[Artemis (Olympian) (Earth-616)|Artemis]], [[Athena Parthenos (Earth-616)|Athena]], [[Helen (Earth-616)|Helen of Troy]], [[Aphrodite Ourania (Earth-616)|Venus]] (half-sisters)
34457	Cuchulain	[[Category:Cúchulain Family]]
34586	Victor	[[Stephen Strange (Earth-616)|Stephen Strange]] (Brother)
34590	John	[[Kenneth Crichton (Earth-616)|Kenneth Crichton]] (father, deceased);[[Lily Cromwell (Earth-616)|Lily Cromwell]] (mother);[[Jacqueline Falsworth (Earth-616)|Jacqueline Falsworth Crichton]] (grandmother);[[Cedric Crichton (Earth-616)|Lord Crichton]] (grandfather, deceased)
34591	Nia	[[Meranno (Earth-616)|Meranno]] (father);[[Lady Lotus (Earth-616)|Lady Lotus]] (mother);[[Peter Noble (Earth-616)|Peter Noble]] (husband)
34597	Sulumor	Sulumor II (father), Sulumor I (grandfather)
34670	Nick	[[Nick Lewis, Jr. (Earth-616)|Nick Lewis Jr.]] (son)
34712	Matani	[[Taneleer Tivan (Earth-616)|The Collector]] (husband), [[Carina Tivan (Earth-616)|Carina]] (daughter)
34776	Eric	Unborn child with [[Veronica King (Earth-616)|Veronica King]]
34777	James	Unidentified wife (possibly deceased), Unidentified child (possibly deceased)
34779	Warren	[[Charles Xavier (Earth-1610)| Charles Xavier]] (legal guardian)
34780	Henry	[[Norton McCoy (Earth-1610)|Norton McCoy]] (father),[[Edna McCoy (Earth-1610)|Edna McCoy]] (mother)
34784	Remy	[[Remy LeBeau's Father (Earth-1610)|unnamed father]]
34787	Steven	[[Joseph Rogers (Earth-1610)|Joseph Harvey Rogers]] (father, deceased);[[Sarah Rogers (Earth-1610)|Sarah Alicia Rogers]] (mother, deceased);[[Red Skull (Earth-1610)|Red Skull]] (son, deceased);Douglas Lincoln Rogers (brother, deceased);unnamed nephew (deceased);unnamed niece (deceased);unnamed nephew-in-law (deceased)
34788	Piotr	[[Nikolai Rasputin (Earth-1610)|Nikolai Rasputin]] (father)[[Alexandra Rasputina (Earth-1610)|Unnamed mother]][[Illyana Rasputina (Earth-1610)|Illyana Rasputina]] (sister)[[Mikhail Rasputin (Earth-1610)|unnamed brother]]
34790	Clint	[[Laura Barton (Earth-1610)|Laura Barton]] (wife, deceased)[[Callum Barton (Earth-1610)|Callum Barton]] (son, deceased)[[Lewis Barton (Earth-1610)|Lewis Barton]] (son, deceased)[[Nicole Barton (Earth-1610)|Nicole Barton]] (daughter, deceased)
34791	Robert	[[William Drake (Earth-1610)|Mr. Drake]] (father); [[Madeline Bass (Earth-1610)|Mrs. Drake]] (mother)
34792	Marian	[[Owen Carlyle (Earth-1610)|Owen Carlyle]] (father);
34793	Janet	Unnamed Caucasian fatherUnnamed Asian mother[[Henry Pym (Earth-1610)|Henry "Hank" Pym]] (husband)
34796	Jean	[[John Grey (Earth-1610)|John Grey]] (father)
34799	Erik	Unnamed father (deceased);[[Edie Lensherr (Earth-1610)|Edie Lensherr]] (mother, deceased);[[Magda Lensherr (Earth-1610)|Madga Lensherr]] (ex-wife, deceased); [[Pietro Lensherr (Earth-1610)|Pietro Lensherr]] (son, deceased); [[Wanda Lensherr (Earth-1610)|Wanda Lensherr]] (daughter, deceased);  [[Isabelle (Earth-1610)|Isabelle]] (ex-wife, deceased)
34800	Katherine	[[Theresa Pryde (Earth-1610)|Theresa Pryde]] (mother)
34805	Arthur	[[Spiral (Earth-1610)|Spiral]] (ex-fiancé)
34807	Korvus	Unidentified mother, unidentified father  brothers (deceased), [[Rook'shir (Earth-616)|Rook'shir]] (ancestor, deceased)
34842	Sylene	[[Loki Laufeyson (Earth-982)|Loki Laufeyson]] (father);unidentified mother (deceased);Odin Borson (adoptive grandfather);[[Thor Odinson (Earth-982)|Thor Odinson]] (adoptive uncle);[[Thena (Earth-982)|Thena]] (adoptive cousin);unidentified aunt
34975	Bast	[[Gaea (Earth-616)|Neith (Gaea]], grandmother);
34976	Ghekre	[[Buluku (Earth-616)|Alouroua/Buluku]] (father)[[Category:Buluku Family]]
34980	Spencer	[[Anthony Bronson (Earth-616)|Anthony Bronson]] (Stepfather)
35095	Bruce	[[Jennifer Walters (Earth-1610)|Jennifer Walters]] (cousin)
35274	White	[[Snow Queen (New Men) (Earth-616)|Snow Queen]] (brood-sister)
35275	Zarda	Howard Shelton (common law husband, deceased){{r|All-New Official Handbook of the Marvel Universe Update Vol 1 3}}
35278	Mark	Hyperion was raised by government-appointed guardians (although he was unaware of their status throughout his childhood)
35279	Kyle	[[Titus Richmond (Earth-31916)|Titus Richmond]] (father, deceased), [[Rosalie Richmond (Earth-31916)|Rosalie Richmond]] (mother, deceased)
35282	Stanley	[[Abigail Stewart (Earth-31916)|Abigail Stewart]] (mother)
35285	Joseph	Mary (mother, deceased), Eddie (step-father, deceased), [[Jordan (Earth-31916)|Jordan]] (son)
35289	Emil	David Burbank (father, deceased);
35300	Bobby	unnamed mother;
35420	Kenny	[[Stacey Kramer (Earth-616)|Stacey]] (sister)
35486	Rook'shir	[[Korvus Rook'shir (Earth-616)|Korvus]] (descendant)
35489	Anya	[[Jakob Eisenhardt (Earth-616)|Jakob Eisenhardt]] (paternal grandfather, deceased); 
35497	Noah	Professor Burstein (father, presumably deceased){{r|Marvels Project #5}}, [[Emma Burstein (Earth-616)|Emma Burstein]] (wife)
35499	Claire	[[William Foster (Earth-616)|Bill Foster]] (ex-husband, deceased)
35538	Francis	[[Garrison Klum (Earth-616)|Garrison Klum (Mister Brownstone)]] (brother, deceased), unidentified mother (deceased)
35691	Black	Unnamed mother (deceased)
35694	Mysteria	Lisa Winters (sister)
35754	Persephone	[[Zeus Panhellenios (Earth-616)|Zeus]] (father), [[Demeter (Olympian) (Earth-616)|Demeter]] (mother), [[Hades (Earth-616)|Pluto]] (husband/uncle), [[Hercules (Earth-616)|Hercules]], [[Phoebus Apollo (Earth-616)|Apollo]], [[Ares (Earth-616)|Ares]], [[Hephaestus Aetnaeus (Earth-616)|Hephaestus]], [[Hermes Diaktoros (Earth-616)|Hermes]], [[Dionysus Acratophorus (Earth-616)|Dionysus]], Ario, Plutus, Philomelus (half-brothers), [[Artemis (Olympian) (Earth-616)|Artemis]], [[Athena Parthenos (Earth-616)|Athena]], [[Eris (Earth-616)|Discord]], [[Hebe Panhellenios (Earth-616)|Hebe]], Eileithyia, Despoena (half-sisters), [[Poseidon Aegaeus (Earth-616)|Neptune]], Chiron (uncles), [[Hera Argeia (Earth-616)|Hera]], [[Hestia (Earth-616)|Hestia]] (aunts)
35765	Robert	[[William Drake (Earth-1298)|William Drake]] (father);
35773	Rogue	[[Raven Darkholme (Earth-1298)|Mystique (Raven Darkholme)]] (foster mother, deceased),[[Kurt Wagner (Earth-1298)|Nightcrawler (Kurt Wagner)]] (foster brother, deceased), [[Graydon Creed (Earth-1298)|President Graydon Creed]] (foster brother) 
35807	Robin	[[Max Borne (Earth-9500)|Max Borne]] (father)
35808	Gabriel	[[Conchata O'Hara (Earth-928)|Conchata O'Hara]] (mother)[[George O'Hara (Earth-928)|George O'Hara]] (father, deceased)[[Miguel O'Hara (Earth-928)|Miguel O'Hara]] (maternal half-brother)[[Xina Kwan (Earth-928)|Xina Kwan]] (sister-in-law)unborn niece of nephew 
35809	Kron	[[Tiberius Stone (Earth-928)|Tiberius Stone]] (grandfather, deceased);[[Tyler Stone (Earth-928)|Tyler Stone]] (father, deceased);[[Nancy Herod (Earth-928)|Nancy Stone]] (mother, deceased);[[Miguel O'Hara (Earth-928)|Miguel O'Hara]] (half-brother);[[Venom (Klyntar) (Earth-928)|Venom]] (former symbiote)
35889	Samuel	Claude Paré (father), [[Mrs. Paré (Earth-616)|Mrs. Paré]] (mother)
35890	Sinjin	Sindru Quarrel (father), Merimarth Quarrel (mother)
35893	Olivier	[[Sybil (Earth-616)|Sybil]] (daughter);{{r|Gambit Vol 2 2}}{{r|All-New Official Handbook of the Marvel Universe #10|; Olivier Stoker's entry}}
35895	Monica	[[Carmilla Black (Earth-616)|Carmilla Black]] (daughter);
35896	Juston	[[Peter Seyfert (Earth-616)|Pete]] (father);
35902	John	[[Quincy McIver (Earth-616)|Quincy McIver]] (Bushmaster, brother), [[Cruz McIver (Earth-616)|Cruz McIver]] (son, deceased)
35905	Sid	[[Nancy Ridley (Earth-616)|Nancy Ridley]] (wife, deceased)
35909	Maureen	[[Jonathan Raven (Earth-616)|Jonathan Raven]] (son)
35916	Hudson	[[James Howlett (Earth-982)|Wolverine]] (father);
35921	Oberon	&lt;!-- everything from {{r|Thor  Hercules: Encyclopaedia Mythologica #1|; Oberon's entry}}, except the "ex-" about Wisdom. If you add material, please reference it (or in the history text) --&gt;[[Titania (Fairy) (Earth-616)|Titania]] (wife, estranged);
36086	Yahweh	&lt;!-- [[Michael (Archangel) (Earth-616)|Michael]] (creation);{{citation}} --&gt;
36117	Rosa	[[Joachim Eduardo Vasquez (Earth-928)|Joachim Eduardo Vasquez]] (son), [[Cesar Navarro (Earth-928)|Cesar Navarro]] (brother)
36121	Esme	Unnamed husband
36127	Cesar	[[Rosa Navarro (Earth-928)|Rosa Navarro Vasquez]] (sister), [[Joachim Eduardo Vasquez (Earth-928)|Joachim Eduardo Vasquez]] (Darkson, nephew)
36136	Rapture	[[Cerebro (Founder) (Earth-616)|Cerebro]] (creator, defunct)
36169	Michi	[[Toshio Sasaki (Earth-616)|Toshio Sasaki (Taifu)]] husband, [[Kenjiro Sasaki (Earth-616)|Kenjiro Sasaki (Big One)]] (son) 
36196	Megan	Alisabeth (sister)
36258	Julian	Augustyne (son)
36273	Sequoia	[[Mantis (Earth-616)|Mantis]] (mother), Cotati Elder (father), [[Gustav Brandt (Earth-616)|Libra (Gustav Brandt)]] (maternal grandfather)
36275	Suma-Ket	[[Artys-Gran (Earth-616)| Artys-Gran]] (Wife, Deceased)
36283	Samarra	[[Shinobi Shaw]] (father) [[Sebastian Shaw]](grand-father) [[Anthony Shaw]] (brother),[[Jacob Shaw]] (great-grand-father), [[Cornelius Shaw]] (great-great-grand-father), [[Hiram Shaw]] (ancestor), [[Sarah Shaw]] (ancestor)      
36293	Luminesca	[[Ch'vayre (Earth-4935)|Ch'vayre]] (twin brother, deceased)
36352	Jonathan	[[Franklin Storm (Earth-1610)|Franklin Storm]] (father, deceased)
36353	Susan	[[Franklin Storm (Earth-1610)|Dr. Franklin Storm]] (father, deceased);
36362	Lucas	[[Elizabeth Braddock (Earth-2107)|Betsy Braddock]] (wife, deceased)
36365	John	Two unnamed daughters
36452	San	[[San's Father (Earth-616)|unnamed father]]
36484	Piet	[[Klaus Voorhees (Earth-616)|King Cobra (Klaus Voorhees)]] (uncle)
36488	Trickster	[[Fold (Earth-9910)|Fold]] (twin)
36565	Joey	Unnamed Morlock Parents
36567	Missy	[[Alex (Morlocks) (Earth-616)|Alex (Morlocks)]]
36612	Xi'an	[[Nguyen Chi Xan (Earth-928)|Nguyen Chi Xan]]  (father), [[Ann Chi Xan (Earth-928)|Ann Chi Xan]] (mother), two unnamed sisters
36635	Alexander	[[Scott Summers (Earth-1610)|Cyclops]] (brother, deceased)
36638	James	[[Jean Grey (Earth-295)|Jean Grey]] (wife);[[Kirika Yashida (Earth-295)|Kirika]] (daughter, deceased)
36717	Sheoke	[[Kono Sanada (Earth-616)|Kono Sanada]] (brother)
36743	Jeanne-Marie	Jean-Paul Beaubier [[Jean-Paul Beaubier (Earth-58163)|Northstar]] (brother)
36800	Elizabeth	Sir James Braddock Sr. (father, deceased), [[Brian Braddock (Earth-58163)|Captain Britain (Brian Braddock)]] (brother), [[James Braddock Jr. (Earth-58163)|James "Jamie" Braddock Jr.]] (brother), [[Meggan Puceanu (Earth-58163)|Meggan]] (sister-in-law)
36806	Oracle	[[Grannz (Earth-616)|Grannz]] (aka Flashfire, Tempest, husband)
36854	Jean-Paul	[[Jeanne-Marie Beaubier (Earth-58163)|Aurora]] (sister)
36940	Sister	[[Lilith (Earth-616)|Lilith]] (mother);[[Scatter (Lilin) (Earth-616)|Scatter]] (brother);[[Lilin]] (various relations)
36941	Kan	ancestor of [[Wong (Earth-616)|Wong]] from 1,000 years in the past{{r|Doctor Strange Vol 2 43}}
36942	Shialmar	[[Jehan of Siridar (Earth-616)|Prince Jehan of Siridar]] (brother)
36943	Pavel	[[Grigory Efimovich Rasputin (Earth-616)|Grigory Rasputin]] (ancestor);
36987	Lin	Kanbei Kikuchiyo (ancestor){{r|Deadly Hands of Kung Fu #14}}
36997	Jacinda	[[Anton Miguel Rodriquez (Earth-616)|Anton Miguel Rodriquez (Tarantula)]] (father);
37008	Alan	[[Phillip Desmond (Earth-616)|Phillip Desmond]] (father, deceased)
37010	Thanos	[[Gallowglass (Earth-1610)|Gallowglass]] (son),[[Ronan (Earth-1610)|Ronan the Accuser]] (son),[[Atrea (Earth-1610)|Atrea]] (daughter)
37150	Clinton	[[Harold Barton (Earth-58163)|Harold Barton]] (father, deceased); [[Edith Barton (Earth-58163)|Edith Barton]] (mother, deceased); [[Bernard Barton (Earth-58163)|Bernard "Barney" Barton]] (brother, deceased)
37323	James	[[Raven Darkholme (Earth-58163)|Raven Darkholme]] (girlfriend)
37342	Azrael	Undefined relationship to other [[Angels (Monotheism)|Angels]]{{r|Wolverine: Weapon X Files #1|; Azrael's entry}}
37343	Frisco	Unnamed daughter
37366	Scott	[[Alexander Summers (Earth-1610)|Havok]] (brother)
37404	Ngh	[[Ahh (Earth-616)|Ahh]]
37414	Jeryn	[[Thelma Hogarth (Earth-616)|Thelma]] (ex-wife);{{r|Power Man and Iron Fist Vol 1 110}}
37419	Lindy	[[Robert Reynolds (Earth-616)|Robert Reynolds]] (husband, deceased)
37420	Theodore	[[Ralph Roberts (Earth-616)|Ralph Roberts]] (brother, deceased)
37423	Bernadette	[[Samuel Bernstein (Earth-616)|Sammy Bernstein]] (ex-husband), Nancy (sister)
37424	Daniel	unnamed wife; unnamed child
37427	Rachel	[[Spider-Woman (Julia Carpenter)|Julia Carpenter]] (mother);[[Larry Carpenter (Earth-616)|Larry Carpenter]] (father, deceased)[[Walter Cornwall (Earth-616)|Walter Cornwall]] (grandfather)[[Elizabeth Cornwall (Earth-616)|Elizabeth Cornwall]] (grandmother)
37428	Ward	[[Harold Meachum (Earth-616)|Harold Meachum]] (brother, deceased), [[Joy Meachum (Earth-616)|Joy Meachum]] (niece, deceased), [[Brenda Swanson (Earth-616)|Brenda Swanson]] (niece)
