<id>	<title>
635657	Buzzkill (Andrew) (Earth-616)
635662	Barry Santana (Earth-616)
635667	Insignia (Earth-616)
635672	Ultimaton (Earth-616)
635746	Thaddeus Ross (Earth-61112)
635780	T'Challa (Earth-61112)
635785	Jennifer Walters (Earth-93437)
635789	Emma Frost (Earth-61112)
635790	Monkey-C (Earth-95019)
635811	James Buchanan Barnes (Earth-95019)
635822	Daisy Johnson (Earth-61112)
635827	Natalia Romanova (Earth-61112)
635847	Anthony Stark (Earth-61112)
635885	Wedgie Androods
635967	Grimm (Earth-616)
635988	Daniel Rand (Earth-7231)
635998	Spider God (Earth-616)
636003	Jennifer Walters (Earth-95019)
636098	Brian Braddock (Earth-61112)
636106	Jennifer Walters (Earth-21050)
636107	Jennifer Walters (Earth-200506)
636118	Jennifer Walters (Earth-200782)
636122	Sablat (Earth-616)
636126	Jennifer Walters (Earth-808122)
636131	Hobar (Earth-616)
636132	Thann (Earth-616)
636141	Bernard Scudder (Earth-616)
636143	Benita Sanchez (Earth-616)
636213	Monster from the Deep (Earth-616)
636245	Anthony Stark (Earth-13159)
636286	Jennifer Walters (Earth-TRN246)
636295	Wade Wilson (Earth-13625)
636307	James Howlett (Earth-13159)
636310	Natalia Romanova (Earth-13159)
636316	Jessica Drew (Earth-13159)
636320	Luke Cage (Earth-13159)
636323	Carol Danvers (Earth-13159)
636329	Quentin Beck (Earth-91119)
636334	Enos Warwick (Earth-616)
636374	Neena Thurman (Earth-13625)
636380	Thor Odinson (Earth-13159)
636398	Elizabeth Braddock (Earth-13625)
636424	Baal (Sandstormers) (Earth-11052)
636441	Nathaniel Essex (Earth-13625)
636443	Nathan Summers (Earth-13625)
636447	Bruce Banner (Earth-13159)
636481	Black Eagle (Earth-11052)
636488	Katherine Summers (Earth-11052)
636489	Christopher Summers (Earth-11052)
636507	Jean-Luc LeBeau (Earth-11052)
636510	James Howlett (Earth-13625)
636512	Julien Boudreaux (Earth-11052)
636541	James Buchanan Barnes (Earth-61112)
636569	Marius Boudreaux (Earth-11052)
636663	Peter Parker (Earth-61112)
636667	Thor Odinson (Earth-61112)
636680	Steven Rogers (Earth-61112)
636689	Eric O'Grady (Earth-61112)
636694	James Rhodes (Earth-61112)
636749	Reginald Fortean (Earth-13159)
636796	Otto Octavius (Earth-61112)
636798	Jennifer Walters (Earth-61112)
636832	Amora (Earth-12131)
636837	Reed Richards (Earth-61112)
636840	Namor McKenzie (Earth-61112)
636846	Jonas (Earth-61112)
636857	Norrin Radd (Earth-61112)
636860	Rogue (Anna Marie) (Earth-13625)
636863	Blackagar Boltagon (Earth-61112)
636879	Frank Castle (Earth-61112)
636887	Cain Marko (Earth-61112)
636890	Victor Creed (Earth-61112)
636893	Bruce Banner (Earth-61112)
636901	Charles Xavier (Earth-61112)
636910	Vision (Earth-61112)
636925	Katherine Pryde (Earth-61112)
636949	Graham Toulson (Earth-61112)
636953	Melanie Kapoor (Earth-61112)
637000	Luke Cage (Earth-61112)
637004	Richard Jones (Earth-13159)
637016	Marc Spector (Earth-61112)
637020	Clinton Barton (Earth-61112)
637036	Deathborg (Earth-9602)
637107	Death (Earth-13625)
637158	Beverly Switzler (Earth-83234)
637168	Hercules (Earth-1610)
637171	Dan Duggan (Earth-1610)
637174	Daniel Ketch (Earth-1610)
637177	Emil Blonsky (Earth-1610)
637221	Chance White (Earth-13625)
637249	Lyra (Earth-1064)
637253	Richard Jones (Earth-1064)
637263	Bruce Banner (Earth-1064)
637268	Thaddeus Ross (Earth-1064)
637271	Thaddeus Ross (Earth-13159)
637274	Peter Parker (Earth-13159)
637487	Carol Danvers (Earth-61112)
637567	Elizabeth Ross (Earth-13159)
637570	Steven Rogers (Earth-13159)
637575	Elizabeth Ross (Earth-1064)
637576	Elizabeth Ross (Earth-7642)
637593	Philippa Sontag (Earth-13625)
637595	Monica Rambeau (Earth-61112)
637698	Thor Odinson (Earth-TRN258)
637705	Scott Summers (Earth-TRN258)
637707	Abraham Lincoln (Earth-616)
637709	Rocket Raccoon (Earth-TRN258)
637717	James Monroe (Earth-616)
637722	Martin Van Buren (Earth-616)
637727	John Tyler (Earth-616)
637729	James K. Polk (Earth-616)
637730	Zachary Taylor (Earth-616)
637732	Millard Fillmore (Earth-616)
637734	James Buchanan (Earth-616)
637748	Jormungand (Earth-12041)
637777	Michael Baer (Earth-13625)
637788	Anthony Stark (Earth-TRN258)
637790	Bruce Banner (Earth-TRN258)
637792	Clinton Barton (Earth-TRN258)
637794	Matthew Murdock (Earth-TRN258)
637797	Frank Castle (Earth-TRN258)
637798	Jean Grey (Earth-TRN258)
637801	Bruce Banner (Earth-70813)
637803	Henry Pym (Earth-70813)
637806	Anthony Stark (Earth-70813)
637808	Thor Odinson (Earth-70813)
637815	Steven Rogers (Earth-70813)
637818	Thaddeus Ross (Earth-9691)
637822	Ororo Munroe (Earth-TRN258)
637823	Piotr Rasputin (Earth-TRN258)
637829	Rich Damsel (Earth-92131)
637840	Snake Lady of Sinyong (Earth-616)
637847	Thaddeus Ross (Earth-61018)
637849	Elizabeth Ross (Earth-61018)
637851	Richard Jones (Earth-61018)
637853	Elizabeth Ross (Earth-9992)
637854	Elizabeth Ross (Earth-61112)
637856	Elizabeth Ross (Earth-95371)
637860	Thaddeus Ross (Earth-600026)
637867	Mr. Shuggums (Earth-13625)
637926	Tony Masters (Earth-12131)
637935	Vertigo (Earth-13625)
637973	Rick Davis (Earth-616)
638026	Jennifer Walters (Poppupian) (Earth-95397)
638148	Ulik (Earth-12041)
638218	Fandral (Earth-9997)
638227	Patty Androods
638233	Dorrek VIII (Earth-2108)
638239	Dorrek VIII (Earth-61112)
638241	Horatio Piper (Earth-616)
638246	Roderick Kingsley (Earth-9510)
638331	Webber (Institute) (Earth-616)
638349	Peter Parker (Earth-98)
638383	Maxine Androods
638386	Lavene Androods
638441	Archer Bryce (Earth-616)
638442	Benjamin Grimm (Earth-892)
638447	Benjamin Grimm (Earth-906)
638490	Benjamin Grimm (Earth-929)
638494	Benjamin Grimm (Earth-944)
638497	Galactus (Earth-944)
638499	Norrin Radd (Earth-944)
638519	Sloane Chase (Earth-616)
638526	David Bond (Earth-616)
638605	Peter Parker (Earth-13625)
638653	Kitty Pryde
638685	Benjamin Grimm (Earth-957)
638711	Rogue Fantastic (Earth-200080)
638725	Rogue Fantastic (Earth-TRN285)
638768	Daimon Hellstrom (Earth-12131)
638808	Merree (Earth-200080)
638820	Star Splendor (Earth-200080)
638825	Star Splendor (Earth-TRN285)
638826	Doc Wonder (Earth-200080)
638829	Noh-Varr (Earth-TRN285)
638864	Captain Glory (Earth-TRN285)
638867	Captain Glory (Earth-200080)
638958	Lola (Earth-616)
638996	Benjamin Grimm (Earth-1112)
639011	Benjamin Grimm (Earth-1611)
639012	Benjamin Grimm (Earth-2021)
639018	Oubliette Midas (Earth-5582)
639032	Noh-Varr (Earth-5582)
639035	Noh-Varr (Clones) (Earth-5582)
639036	Valentina Allegra de Fontaine (Earth-5582)
639046	Nicholas Fury (Earth-5582)
639142	Pinkerton (Earth-616)
639144	Sister Voodoo
639155	Elvis Presley (Earth-616)
639180	Benjamin Grimm (Earth-6077)
639185	Benjamin Grimm (Earth-6232)
639187	Benjamin Grimm (Earth-6513)
639192	Phlish (Earth-616)
639238	Peter Quill (Earth-12041)
639239	Drax (Earth-12041)
639241	Gamora (Earth-12041)
639242	Groot (Earth-12041)
639243	89P13 (Earth-12041)
639274	Karl Moffet (Earth-616)
639350	Jack Wayne (Legion Personality) (Earth-616)
639362	Ms. Drayson (Earth-616)
639387	Blackagar Boltagon (Earth-6513)
639480	Squid Kid (Earth-6513)
639487	Norbert Q. Sniffles (Earth-6513)
639496	Peter Parker (Earth-6513)
639498	Bruce Banner (Earth-6513)
639610	X-51 (Earth-13159)
639626	Drax (Earth-634962)
639632	Rion (Earth-616)
639633	Jongalt (Earth-616)
639634	Mara (Earth-616)
639635	Drasil (Earth-616)
639638	Nebula (Earth-634962)
639709	Tana Nile (Earth-12041)
639778	Carrie (Carefree) (Earth-616)
639805	Iron Man (Sentient Armor) (Earth-616)
639822	Cletus Kasady (Earth-7642)
639854	Scarlet Spider (Criminal) (Earth-616)
639859	Anthony Stark (Earth-97082)
639870	Peter Parker (Earth-35125)
639880	Peter Parker (Earth-TRN286)
639883	Peter Parker (Earth-9881)
639904	Richard Jones (Earth-12041)
639913	Matthew Murdock (Earth-5560)
639914	Theodore Sallis (Earth-5560)
639915	Theodore Sallis (Earth-8130)
639917	Theodore Sallis (Earth-2149)
639919	Nicholas Fury (Earth-97082)
639920	Thaddeus Ross (Earth-12041)
639922	Stan Lee (Earth-200503)
639923	Steven Rogers (Earth-TRN131)
640127	Anthony Stark (Earth-TRN131)
640128	Thor Odinson (Earth-TRN131)
640142	Remy LeBeau (Earth-13625)
640143	Jonathan Storm (Earth-TRN025)
640144	Susan Storm (Earth-TRN025)
640146	Benjamin Grimm (Earth-TRN025)
640149	Namor McKenzie (Earth-TRN025)
640150	Barracuda (Earth-TRN194)
640152	Marshall Mathers III (Earth-TRN194)
640217	Reed Richards (Earth-89771)
640219	Vision (Earth-12041)
640230	Bethany Proudstar (Earth-11326)
640253	Franklin Richards (Earth-20051)
640302	Norbert Ebersol (Earth-12131)
640306	Reed Richards (Earth-TRN307)
640310	Victor von Doom (Earth-TRN307)
640319	Wade Wilson (Earth-9411)
640322	Mark Raxton (Earth-9411)
640331	Steven Rogers (Earth-9411)
640339	Milos Masaryk (Earth-11080)
640345	Henry Peter Gyration
640358	Tuzun Thune (Earth-616)
640359	Roxelana (Earth-616)
640364	Scarlet Mage (Earth-616)
640404	Shingen Yashida (Earth-10005)
640512	Benjamin Grimm (Earth-6716)
640518	Benjamin Grimm (Earth-6730)
640529	Mia Carrera (Earth-616)
640533	Benjamin Grimm (Earth-7187)
640587	Benjamin Grimm (Earth-7642)
640595	Otto Octavius (Earth-7642)
640626	Abraham Erskine
640666	Teela (Earth-616)
640675	Ro-Nan (Earth-1610)
640689	Kalxor (Earth-1610)
640704	We-Plex Supreme Intelligence System (Earth-200080)
640718	We-Plex Supreme Intelligence System (Earth-TRN285)
640719	Oubliette Midas (Earth-TRN288)
640725	Noh-Varr (Earth-TRN288)
640738	Noburo Mori (Earth-10005)
640752	Heather Bishop (Earth-616)
640754	Proxima Midnight (Earth-616)
640759	Ebony Maw (Earth-616)
640765	Black Dwarf (Earth-616)
640766	Eleanor Bishop (Earth-616)
640769	Supergiant (Earth-616)
640825	Katherine Bishop (Earth-TRN290)
640833	William Kaplan (Earth-TRN291)
640849	Loki Laufeyson (Earth-TRN292)
640850	Thor Odinson (Earth-TRN292)
640855	Daze (Fold) (Earth-616)
640870	Benjamin Grimm (Earth-7958)
640895	Benjamin Grimm (Earth-8041)
640934	Humberto Lopez (Earth-TRN172)
640940	Doreen Green (Earth-TRN172)
640948	[[Taskmaster|Tuskmaster]]
640977	Ophelia Jones (Earth-616)
640981	Beatrice McBride (Earth-616)
641015	Yashida (Earth-10005)
641030	Torbert Octavius (Earth-616)
641037	Mary Lavinia Octavius (Earth-616)
641086	Benjamin Grimm (Earth-8222)
641107	Steven Caccone (Earth-616)
641108	Janice Caccone (Earth-616)
641109	Ralph Caccone (Earth-616)
641113	Zandor (Earth-616)
641121	Werner Schmidt (ICON) (Earth-616)
641125	Veronica von Frankenstein (Earth-616)
641247	Benjamin Grimm (Earth-8441)
641274	Benjamin Grimm (Earth-8861)
641290	Steven Rogers (Earth-TRN010)
641291	Benjamin Grimm (Earth-9011)
641312	Stone (Assassins Guild) (Earth-616)
641385	NA
641428	Justin Hammer (Earth-12041)
641435	Nicholas Fury (Earth-91274)
641442	Benjamin Grimm (Earth-9061)
641450	Mikhail Gorbachev (Earth-9061)
641483	Super-Adaptoid (Earth-12041)
641521	Judy Harmon (Earth-8107)
641535	Amanda Cage (Earth-12041)
641536	Walter Cage (Earth-12041)
641549	Stephen Strange (Earth-5560)
641553	Night Raven (Earth-9561)
641613	NA
641621	Remy LeBeau (Earth-23378)
641625	Robert Drake (Earth-23378)
641627	Piotr Rasputin (Earth-23378)
641630	Marrow (Sarah) (Earth-23378)
641660	Shiro Yoshida (Earth-23378)
641667	Lorna Dane (Earth-23378)
641689	Mutate 8765 (Earth-616)
641699	Mutate 9212 (Earth-616)
641703	Mutate 985 (Earth-616)
641773	Benjamin Grimm (Earth-9290)
641779	Benjamin Grimm (Earth-9510)
641780	Benjamin Grimm (Earth-9512)
641782	Benjamin Grimm (Earth-9590)
641783	Benjamin Grimm (Earth-9796)
641784	Moon Wolf (Earth-616)
641789	Benjamin Grimm (Earth-9828)
641792	Benjamin Grimm (Earth-9871)
641804	Chris Miller (Earth-616)
641820	Charles Xavier (Earth-9916)
641825	Tu (Alien) (Earth-616)
641826	Richard Jones (Earth-9916)
641828	Karel (Earth-616)
641844	NA
641851	Katherine Pryde (Widget) (Earth-13729)
641893	Chiga (Earth-616)
641961	Ganya (Earth-616)
641962	Tupat (Earth-616)
641989	Wernher von Blitzschlag (Earth-8096)
642016	Steven Rogers (Earth-904913)
642020	Reed Richards (Earth-904913)
642025	Tarene (Skrull) (Earth-616)
642028	Richard Jennings (Earth-10021)
642033	Benjamin Grimm (Earth-10071)
642052	Anthony Stark (Earth-10071)
642053	Bruce Banner (Earth-10071)
642058	Norrin Radd (Earth-10071)
642061	Vision (Earth-10071)
642066	Cain Marko (Earth-10071)
642151	Matt Fraction (Earth-616)
642153	Tom Brevoort (Earth-616)
642155	Michael D. Allred (Earth-616)
642158	Klytus (Earth-616)
642174	Lord Ogre (Earth-616)
642189	Andrea Benton (Earth-616)
642200	Frederick Wilson (Earth-TRN245)
642219	Emil Gregg (Earth-616)
642226	Dutch Hansen (Earth-616)
642324	Weasel (Punk Kid) (Earth-616)
642325	Dorian (Punk Kid) (Earth-616)
642329	Benjamin Grimm (Earth-11035)
642337	Tabitha Gance (Earth-616)
642339	Arthur DeLacourte (Earth-616)
642342	Benjamin Grimm (Earth-11113)
642352	Temax (Earth-616)
642355	NA
642471	Benjamin Grimm (Earth-11120)
642474	Benjamin Grimm (Earth-12665)
642482	Reed Richards (Earth-12665)
642569	Chuck Farley (Earth-616)
642581	Trigger Bolo (Earth-616)
642582	Mike Malone (Earth-616)
642614	Hugh Taylor (Earth-616)
642628	Phillip Cussler, Jr. (Earth-616)
642629	Phillip Cussler, Sr. (Earth-616)
642633	Benjamin Grimm (Earth-19877)
642634	Benjamin Grimm (Earth-21050)
642635	Benjamin Grimm (Earth-22795)
642637	Benjamin Grimm (Earth-28918)
642648	Franklin Delano Roosevelt (Earth-1610)
642657	Professor Kreitzer (Earth-616)
642776	Katherine Pryde (Earth-TRN294)
642805	Gus Ronson (Earth-616)
642807	John Dillon (Earth-616)
642808	Steve Enkel (Earth-616)
642851	Boone (Earth-616)
642889	Katie Sawyer (Earth-616)
642914	John Crafton (Earth-616)
642915	Ann Raymond (Earth-616)
642922	Rowdy (Earth-616)
642926	Doctor Lang (The Big Boss) (Earth-616)
642934	Lil (Earth-616)
642947	Jade Ryuteki (Earth-928)
642949	Mubangi (Earth-616)
642960	Tim Roberts (Earth-616)
642961	Slug (John Crafton Gang) (Earth-616)
642968	Mike (John Crafton Gang) (Earth-616)
642969	John Roberts (Earth-616)
642970	Lordin (Earth-616)
642971	Bleck (Earth-616)
643006	Hyperion (Earth-12041)
643012	Zarda (Earth-12041)
643013	Nighthawk (Earth-12041)
643014	William Roberts (Earth-12041)
643018	Mark Milton (Earth-TRN178)
643023	Charles Xavier (Earth-12131)
643025	Sugar Man (Earth-12131)
643034	Kyle Richmond (Earth-TRN178)
643035	Zarda Shelton (Earth-TRN178)
643118	Skaar (Earth-12041)
643132	Lucas (Legion Personality) (Earth-11052)
643246	Recording Observation Bot (Earth-12041)
643293	Devil Dinosaur (Earth-12041)
643317	Ultron (Earth-61112)
643318	Ooktron (Earth-95019)
643319	Wade Wilson (Earth-TRN246)
643320	Tania (Earth-616)
643321	Juma (Earth-616)
643330	Celestia Denton (Earth-616)
643354	MacDonald Gargan (Earth-12131)
643402	Venom (Klyntar) (Earth-12131)
643468	Phillip Masters (Earth-8107)
643484	Peter Parker (Earth-807128)
643499	NA
643872	Chu Lo Yan (Earth-616)
643928	Mr. Slade (Earth-616)
644237	Rouge-Mort (Earth-616)
644356	Ian (Legion Personality) (Earth-11052)
644397	Spider-God (Earth-TRN035)
644663	Rawhide Kid (Earth-616)
644667	Randy Clayton (Earth-616)
644673	Wyatt Earp (Earth-616)
644772	Johann Shmidt (Earth-9411)
644774	Mary Jane Watson (Earth-77013)
645407	Poison Arrow (Earth-616)
645438	Mr. Harris' Secretary (Earth-616)
645829	Aaron Reece (Earth-12041)
645951	Owen Reece (Earth-12041)
652712	Samuel Sterns (Earth-12041)
652843	Iliana Rasputina (Earth-717)
652849	Principal Philbin (Earth-616)
652870	Wade Wilson (Earth-20051)
652989	Ophelia Sarkissian (Earth-12131)
653046	Builders (Race)
653054	Jean Claude Pennysworth (Earth-616)
653110	Elias Hargrove (Earth-616)
653201	Anthony Stark (Earth-3131)
653203	Rush Limbaugh (Earth-3131)
653205	Peter Parker (Earth-3131)
653207	Frank Castle (Earth-3131)
653209	Spike Lee (Earth-3131)
653394	Diablo (Lear) (Earth-616)
653536	Mr. Shockett (Earth-616)
653541	Mr. Brazo (Earth-616)
653558	DuPrey (Earth-616)
653565	Hag of the Pits (Earth-78411)
653588	Norman Osborn (Earth-TRN251)
653589	Otto Octavius (Earth-TRN251)
653605	Benjamin Grimm (Earth-30987)
653609	Reed Richards (Earth-30987)
653619	Outriders (Race)
653631	Peter Parker (Earth-7041)
653637	Helmut Zemo (Earth-12131)
653645	Jennifer Walters (Earth-30987)
653652	Steven Rogers (Earth-30987)
653656	Anthony Stark (Earth-30987)
653658	Thor Odinson (Earth-30987)
653659	Benjamin Grimm (Earth-31117)
653668	Kirren (Earth-616)
653670	Tolos (Earth-616)
653678	Lucas Bishop (Earth-12131)
653684	Elektra Natchios (Earth-12131)
653708	Moltar (Earth-616)
653710	Feldspar (Earth-616)
653716	Lavour (Earth-616)
653718	Ogeode (Earth-616)
653729	Koth (Earth-616)
653733	Stalax (Earth-616)
653735	Kalibar (Earth-616)
653761	Minay (Earth-616)
653765	Ranilla (Earth-616)
653773	Viktor Aleksandr Vikady (Earth-616)
653778	Malachon (Earth-616)
653779	Dima Alekov Kaganitzky (Earth-616)
653789	Heyatt (Earth-616)
653804	Shen (Earth-616)
653808	Bekk (Earth-616)
653846	Benjamin Grimm (Earth-47111)
653848	Mephisto (Earth-12131)
653859	Benjamin Grimm (Earth-49487)
653869	Joanie (LMD) (Earth-616)
653876	Benjamin Grimm (Earth-50302)
653881	Kilgore Sentinel (Earth-616)
653908	Thaddeus Ross (Earth-50302)
653910	Richard Jones (Earth-50302)
653913	Elizabeth Ross (Earth-50302)
653935	Zinnia (Earth-691)
653989	Tolaria (Earth-691)
653992	Jack Wayne (Legion Personality) (Earth-11326)
654110	Triton (Earth-534834)
654112	Lockjaw (Earth-534834)
654180	Blastaar (Earth-12041)
654187	Steven Rogers (Earth-50302)
654195	Yolinda (Earth-616)
654199	Charles Xavier (Earth-50302)
654204	James Howlett (Earth-50302)
654205	Sir Lancelot (Earth-616)
654212	Sir Galahad (Earth-616)
654217	Sir Gawain (Earth-616)
654222	Thor Odinson (Earth-50302)
654223	Rosamund (Earth-616)
654225	El Alemain (Earth-616)
654228	Guinevere (Earth-616)
654257	Kryllk (Earth-616)
654262	Rogue (Anna Marie) (Earth-50302)
654264	Benjamin Grimm (Earth-58942)
654284	Benjamin Grimm (Earth-61112)
654291	Benjamin Grimm (Earth-64894)
654304	Charles Xavier (Earth-64894)
654361	Nagato Sakurai (Earth-101001)
654365	Jocasta (Earth-11511)
654366	Henry Pym (Earth-11511)
654388	Firefist (Earth-616)
654432	Virilian (Earth-616)
654440	Tul'uth (Earth-616)
654442	William Kinmont (Earth-616)
654463	Kimmo Tuolema (Earth-1287)
654472	Louis Armanetti (Earth-1287)
654474	Woodrow Green (Earth-1287)
654477	Bruce Higashi (Earth-1287)
654479	Clinton Rogers (Earth-1287)
654485	Jelene Anderson (Earth-1287)
654489	Beth Luis Nion (Earth-1287)
654492	Aline Pagrovna (Earth-1287)
654494	Robert Greenbaum (Earth-1287)
654496	Lorna Raeburn (Earth-1287)
654499	Harold Carl Everson (Earth-1287)
654505	Sublime (Earth-101001)
654513	Beverly Switzler (Earth-58470)
654546	Benjamin Grimm (Earth-71016)
654569	Publius (Earth-616)
654578	Benjamin Grimm (Earth-74121)
654588	Benjamin Grimm (Earth-77119)
654596	Charles Xavier (Earth-77119)
654742	Peter Seyfert (Earth-616)
654746	Christopher Seyfert (Earth-616)
654905	Alex Anderson (Earth-616)
654906	Josh Arndt (Earth-616)
654912	Jen Baker (Earth-616)
654938	Benjamin Grimm (Earth-81426)
654955	Thor Odinson (Earth-81426)
654960	Benjamin Grimm (Earth-90110)
654965	Benjamin Grimm (Earth-90251)
655002	[[Uatu|U-Tu]]
655011	Ashleigh Nichols (Earth-616)
655020	Jeff Knudsen (Earth-616)
655021	Archibald Hunt (Earth-616)
655022	Ginny Baker (Earth-616)
655024	Walsh (Earth-616)
655054	Makoto (Earth-101001)
655056	Noah van Helsing (Earth-101001)
655058	Susan Storm (Earth-13074)
655072	Shogo Lee (Earth-616)
655110	Chief Mate (S.S. Recovery) (Earth-616)
655130	Ogress (Earth-534834)
655181	Anthony Stark (Earth-TRN018)
655193	Benjamin Grimm (Earth-90266)
655268	Benjamin Grimm (Earth-90984)
655276	Benjamin Grimm (Earth-93563)
655279	Steven Rogers (Earth-93563)
655281	Benjamin Grimm (Earth-92210)
655292	Jack O'Lantern (Impostor) (Earth-616)
655360	Cordite (Earth-616)
655361	Clash (Earth-616)
655362	Stampede (Earth-616)
655364	Shot (Earth-616)
655366	Bombardier (Earth-616)
655368	Gabrielle Greer (Earth-616)
655447	Benjamin Grimm (Earth-95019)
655452	Benjamin Grimm (Earth-95126)
655470	Benjamin Grimm (Earth-95371)
655498	Benjamin Grimm (Earth-97102)
655514	Benjamin Grimm (Earth-200500)
655523	Peter Parker (Earth-200500)
655526	Vision (Earth-200500)
655528	Thor Odinson (Earth-200500)
